Year,Area,Sex,City,City type,Record Type,Reliability,Source Year,Value,Value Footnotes
2013,Total,Both Sexes,Kirovograd,City proper,Estimate - de jure,"Final figure, complete",2013,231181,
2013,Total,Both Sexes,Kirovograd,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,239253,
2013,Total,Both Sexes,Kramatorsk,City proper,Estimate - de jure,"Final figure, complete",2013,163831,
2013,Total,Both Sexes,Kramatorsk,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,197392,
2013,Total,Both Sexes,Krasny Lutch,City proper,Estimate - de jure,"Final figure, complete",2013,82719,
2013,Total,Both Sexes,Krasny Lutch,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,124003,
2013,Total,Both Sexes,Krementchug,City proper,Estimate - de jure,"Final figure, complete",2013,224912,
2013,Total,Both Sexes,Kryvy Rig,City proper,Estimate - de jure,"Final figure, complete",2013,654964,
2013,Total,Both Sexes,Kryvy Rig,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,657760,
2013,Total,Both Sexes,Lugansk,City proper,Estimate - de jure,"Final figure, complete",2013,422373,
2013,Total,Both Sexes,Lugansk,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,461459,
2013,Total,Both Sexes,Lutsk,City proper,Estimate - de jure,"Final figure, complete",2013,211644,
2013,Total,Both Sexes,Lvov,City proper,Estimate - de jure,"Final figure, complete",2013,723605,
2013,Total,Both Sexes,Lvov,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,751225,
2013,Total,Both Sexes,Lysychansk,City proper,Estimate - de jure,"Final figure, complete",2013,104023,
2013,Total,Both Sexes,Lysychansk,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,119725,
2013,Total,Both Sexes,Makeyevka,City proper,Estimate - de jure,"Final figure, complete",2013,352227,
2013,Total,Both Sexes,Makeyevka,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,390700,
2013,Total,Both Sexes,Mariupol,City proper,Estimate - de jure,"Final figure, complete",2013,458415,
2013,Total,Both Sexes,Mariupol,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,480263,
2013,Total,Both Sexes,Melitopol,City proper,Estimate - de jure,"Final figure, complete",2013,156831,
2013,Total,Both Sexes,Mykolaiv (Nikolaevskaya oblast),City proper,Estimate - de jure,"Final figure, complete",2013,491693,
2013,Total,Both Sexes,Nikopol,City proper,Estimate - de jure,"Final figure, complete",2013,120774,
2013,Total,Both Sexes,Odessa,City proper,Estimate - de jure,"Final figure, complete",2013,997189,
2013,Total,Both Sexes,Pavlograd,City proper,Estimate - de jure,"Final figure, complete",2013,111013,
2013,Total,Both Sexes,Poltava,City proper,Estimate - de jure,"Final figure, complete",2013,289831,
2013,Total,Both Sexes,Rivne,City proper,Estimate - de jure,"Final figure, complete",2013,246911,
2013,Total,Both Sexes,Sevastopol,City proper,Estimate - de jure,"Final figure, complete",2013,340735,
2013,Total,Both Sexes,Sevastopol,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,381474,
2013,Total,Both Sexes,Severodonetsk,City proper,Estimate - de jure,"Final figure, complete",2013,109791,
2013,Total,Both Sexes,Severodonetsk,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,120217,
2013,Total,Both Sexes,Simferopol,City proper,Estimate - de jure,"Final figure, complete",2013,331936,
2013,Total,Both Sexes,Simferopol,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,356771,
2013,Total,Both Sexes,Slavyansk,City proper,Estimate - de jure,"Final figure, complete",2013,115333,
2013,Total,Both Sexes,Slavyansk,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,134218,
2013,Total,Both Sexes,Stakhanov,City proper,Estimate - de jure,"Final figure, complete",2013,77704,
2013,Total,Both Sexes,Stakhanov,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,92232,
2013,Total,Both Sexes,Sumy,City proper,Estimate - de jure,"Final figure, complete",2013,268375,
2013,Total,Both Sexes,Sumy,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,271295,
2013,Total,Both Sexes,Ternopol,City proper,Estimate - de jure,"Final figure, complete",2013,215636,
2013,Total,Both Sexes,Uzhgorod,City proper,Estimate - de jure,"Final figure, complete",2013,114789,
2013,Total,Both Sexes,Vinnutsya,City proper,Estimate - de jure,"Final figure, complete",2013,369860,
2013,Total,Both Sexes,Yevpatoriya,City proper,Estimate - de jure,"Final figure, complete",2013,104289,
2013,Total,Both Sexes,Yevpatoriya,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,120473,
2013,Total,Both Sexes,Zaporozhye,City proper,Estimate - de jure,"Final figure, complete",2013,766736,
2013,Total,Both Sexes,Zhitomir,City proper,Estimate - de jure,"Final figure, complete",2013,270046,
2013,Total,Male,Alchevsk,City proper,Estimate - de jure,"Final figure, complete",2013,50786,
2013,Total,Male,Belaya Tserkov (Bila Crkva),City proper,Estimate - de jure,"Final figure, complete",2013,95422,
2013,Total,Male,Berdyansk,City proper,Estimate - de jure,"Final figure, complete",2013,51540,
2013,Total,Male,Berdyansk,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,53036,
2013,Total,Male,Cherkassy,City proper,Estimate - de jure,"Final figure, complete",2013,129279,
2013,Total,Male,Cherkassy,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,129696,
2013,Total,Male,Chernigov,City proper,Estimate - de jure,"Final figure, complete",2013,133477,
2013,Total,Male,Chernovtsy,City proper,Estimate - de jure,"Final figure, complete",2013,117029,
2013,Total,Male,Dneprodzerzhinsk,City proper,Estimate - de jure,"Final figure, complete",2013,108459,
2013,Total,Male,Dneprodzerzhinsk,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,111564,
2013,Total,Male,Dnepropetrovsk,City proper,Estimate - de jure,"Final figure, complete",2013,448496,
2013,Total,Male,Dnepropetrovsk,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,449659,
2013,Total,Male,Donetsk (Donestskaya oblast),City proper,Estimate - de jure,"Final figure, complete",2013,418132,
2013,Total,Male,Donetsk (Donestskaya oblast),Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,425457,
2013,Total,Male,Enakievo (Yenakievo),City proper,Estimate - de jure,"Final figure, complete",2013,36713,
2013,Total,Male,Enakievo (Yenakievo),Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,58850,
2013,Total,Male,Evpatoriya (Yevpatoriya),City proper,Estimate - de jure,"Final figure, complete",2013,46505,
2013,Total,Male,Evpatoriya (Yevpatoriya),Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,53898,
2013,Total,Male,Gorlovka,City proper,Estimate - de jure,"Final figure, complete",2013,113970,
2013,Total,Male,Gorlovka,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,123190,
2013,Total,Male,Ivano-Frankovsk,City proper,Estimate - de jure,"Final figure, complete",2013,104982,
2013,Total,Male,Ivano-Frankovsk,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,113229,
2013,Total,Male,Kamyanetsk Podilsky,City proper,Estimate - de jure,"Final figure, complete",2013,47523,
2013,Total,Male,Kertch,City proper,Estimate - de jure,"Final figure, complete",2013,66067,
2013,Total,Male,Kharkov,City proper,Estimate - de jure,"Final figure, complete",2013,659700,
2013,Total,Male,Kherson,City proper,Estimate - de jure,"Final figure, complete",2013,132426,
2013,Total,Male,Kherson,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,149883,
2013,Total,Male,Khmelnitsky (Hmilnyk),City proper,Estimate - de jure,"Final figure, complete",2013,121083,
2013,Total,Male,KIEV,City proper,Estimate - de jure,"Final figure, complete",2013,1295137,
2013,Total,Male,Kirovograd,City proper,Estimate - de jure,"Final figure, complete",2013,104288,
2013,Total,Male,Kirovograd,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,107962,
2013,Total,Male,Kramatorsk,City proper,Estimate - de jure,"Final figure, complete",2013,72928,
2013,Total,Male,Kramatorsk,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,88449,
2013,Total,Male,Krasny Lutch,City proper,Estimate - de jure,"Final figure, complete",2013,38155,
2013,Total,Male,Krasny Lutch,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,57497,
2013,Total,Male,Krementchug,City proper,Estimate - de jure,"Final figure, complete",2013,102180,
2013,Total,Male,Kryvy Rig,City proper,Estimate - de jure,"Final figure, complete",2013,294972,
2013,Total,Male,Kryvy Rig,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,296390,
2013,Total,Male,Lugansk,City proper,Estimate - de jure,"Final figure, complete",2013,187593,
2013,Total,Male,Lugansk,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,206111,
2013,Total,Male,Lutsk,City proper,Estimate - de jure,"Final figure, complete",2013,95328,
2013,Total,Male,Lvov,City proper,Estimate - de jure,"Final figure, complete",2013,338326,
2013,Total,Male,Lvov,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,351409,
2013,Total,Male,Lysychansk,City proper,Estimate - de jure,"Final figure, complete",2013,46935,
2013,Total,Male,Lysychansk,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,54085,
2013,Total,Male,Makeyevka,City proper,Estimate - de jure,"Final figure, complete",2013,158789,
2013,Total,Male,Makeyevka,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,176633,
2013,Total,Male,Mariupol,City proper,Estimate - de jure,"Final figure, complete",2013,208218,
2013,Total,Male,Mariupol,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,218497,
2013,Total,Male,Melitopol,City proper,Estimate - de jure,"Final figure, complete",2013,70894,
2013,Total,Male,Mykolaiv (Nikolaevskaya oblast),City proper,Estimate - de jure,"Final figure, complete",2013,222669,
2013,Total,Male,Nikopol,City proper,Estimate - de jure,"Final figure, complete",2013,53710,
2013,Total,Male,Odessa,City proper,Estimate - de jure,"Final figure, complete",2013,465200,
2013,Total,Male,Pavlograd,City proper,Estimate - de jure,"Final figure, complete",2013,50995,
2013,Total,Male,Poltava,City proper,Estimate - de jure,"Final figure, complete",2013,132965,
2013,Total,Male,Rivne,City proper,Estimate - de jure,"Final figure, complete",2013,113057,
2013,Total,Male,Sevastopol,City proper,Estimate - de jure,"Final figure, complete",2013,154947,
2013,Total,Male,Sevastopol,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,173812,
2013,Total,Male,Severodonetsk,City proper,Estimate - de jure,"Final figure, complete",2013,48887,
2013,Total,Male,Severodonetsk,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,53861,
2013,Total,Male,Simferopol,City proper,Estimate - de jure,"Final figure, complete",2013,146690,
2013,Total,Male,Simferopol,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,158116,
2013,Total,Male,Slavyansk,City proper,Estimate - de jure,"Final figure, complete",2013,50262,
2013,Total,Male,Slavyansk,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,58891,
2013,Total,Male,Stakhanov,City proper,Estimate - de jure,"Final figure, complete",2013,34155,
2013,Total,Male,Stakhanov,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,40715,
2013,Total,Male,Sumy,City proper,Estimate - de jure,"Final figure, complete",2013,120965,
2013,Total,Male,Sumy,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,122346,
2013,Total,Male,Ternopol,City proper,Estimate - de jure,"Final figure, complete",2013,99716,
2013,Total,Male,Uzhgorod,City proper,Estimate - de jure,"Final figure, complete",2013,53241,
2013,Total,Male,Vinnutsya,City proper,Estimate - de jure,"Final figure, complete",2013,169356,
2013,Total,Male,Yevpatoriya,City proper,Estimate - de jure,"Final figure, complete",2013,46505,
2013,Total,Male,Yevpatoriya,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,53898,
2013,Total,Male,Zaporozhye,City proper,Estimate - de jure,"Final figure, complete",2013,346450,
2013,Total,Male,Zhitomir,City proper,Estimate - de jure,"Final figure, complete",2013,124389,
2013,Total,Female,Alchevsk,City proper,Estimate - de jure,"Final figure, complete",2013,60092,
2013,Total,Female,Belaya Tserkov (Bila Crkva),City proper,Estimate - de jure,"Final figure, complete",2013,111568,
2013,Total,Female,Berdyansk,City proper,Estimate - de jure,"Final figure, complete",2013,64709,
2013,Total,Female,Berdyansk,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,66335,
2013,Total,Female,Cherkassy,City proper,Estimate - de jure,"Final figure, complete",2013,153851,
2013,Total,Female,Cherkassy,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,154228,
2013,Total,Female,Chernigov,City proper,Estimate - de jure,"Final figure, complete",2013,156792,
2013,Total,Female,Chernovtsy,City proper,Estimate - de jure,"Final figure, complete",2013,138055,
2013,Total,Female,Dneprodzerzhinsk,City proper,Estimate - de jure,"Final figure, complete",2013,132871,
2013,Total,Female,Dneprodzerzhinsk,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,136673,
2013,Total,Female,Dnepropetrovsk,City proper,Estimate - de jure,"Final figure, complete",2013,539133,
2013,Total,Female,Dnepropetrovsk,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,540366,
2013,Total,Female,Donetsk (Donestskaya oblast),City proper,Estimate - de jure,"Final figure, complete",2013,526420,
2013,Total,Female,Donetsk (Donestskaya oblast),Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,535189,
2013,Total,Female,Enakievo (Yenakievo),City proper,Estimate - de jure,"Final figure, complete",2013,46228,
2013,Total,Female,Enakievo (Yenakievo),Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,72400,
2013,Total,Female,Evpatoriya (Yevpatoriya),City proper,Estimate - de jure,"Final figure, complete",2013,57784,
2013,Total,Female,Evpatoriya (Yevpatoriya),Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,66575,
2013,Total,Female,Gorlovka,City proper,Estimate - de jure,"Final figure, complete",2013,140556,
2013,Total,Female,Gorlovka,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,151752,
2013,Total,Female,Ivano-Frankovsk,City proper,Estimate - de jure,"Final figure, complete",2013,118183,
2013,Total,Female,Ivano-Frankovsk,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,127705,
2013,Total,Female,Kamyanetsk Podilsky,City proper,Estimate - de jure,"Final figure, complete",2013,54516,
2013,Total,Female,Kertch,City proper,Estimate - de jure,"Final figure, complete",2013,80492,
2013,Total,Female,Kharkov,City proper,Estimate - de jure,"Final figure, complete",2013,771761,
2013,Total,Female,Kherson,City proper,Estimate - de jure,"Final figure, complete",2013,163024,
2013,Total,Female,Kherson,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,182884,
2013,Total,Female,Khmelnitsky (Hmilnyk),City proper,Estimate - de jure,"Final figure, complete",2013,141071,
2013,Total,Female,KIEV,City proper,Estimate - de jure,"Final figure, complete",2013,1508579,
2013,Total,Female,Kirovograd,City proper,Estimate - de jure,"Final figure, complete",2013,126893,
2013,Total,Female,Kirovograd,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,131291,
2013,Total,Female,Kramatorsk,City proper,Estimate - de jure,"Final figure, complete",2013,90903,
2013,Total,Female,Kramatorsk,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,108943,
2013,Total,Female,Krasny Lutch,City proper,Estimate - de jure,"Final figure, complete",2013,44564,
2013,Total,Female,Krasny Lutch,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,66506,
2013,Total,Female,Krementchug,City proper,Estimate - de jure,"Final figure, complete",2013,122732,
2013,Total,Female,Kryvy Rig,City proper,Estimate - de jure,"Final figure, complete",2013,359992,
2013,Total,Female,Kryvy Rig,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,361370,
2013,Total,Female,Lugansk,City proper,Estimate - de jure,"Final figure, complete",2013,234780,
2013,Total,Female,Lugansk,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,255348,
2013,Total,Female,Lutsk,City proper,Estimate - de jure,"Final figure, complete",2013,116316,
2013,Total,Female,Lvov,City proper,Estimate - de jure,"Final figure, complete",2013,385279,
2013,Total,Female,Lvov,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,399816,
2013,Total,Female,Lysychansk,City proper,Estimate - de jure,"Final figure, complete",2013,57088,
2013,Total,Female,Lysychansk,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,65640,
2013,Total,Female,Makeyevka,City proper,Estimate - de jure,"Final figure, complete",2013,193438,
2013,Total,Female,Makeyevka,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,214067,
2013,Total,Female,Mariupol,City proper,Estimate - de jure,"Final figure, complete",2013,250197,
2013,Total,Female,Mariupol,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,261766,
2013,Total,Female,Melitopol,City proper,Estimate - de jure,"Final figure, complete",2013,85937,
2013,Total,Female,Mykolaiv (Nikolaevskaya oblast),City proper,Estimate - de jure,"Final figure, complete",2013,269024,
2013,Total,Female,Nikopol,City proper,Estimate - de jure,"Final figure, complete",2013,67064,
2013,Total,Female,Odessa,City proper,Estimate - de jure,"Final figure, complete",2013,531989,
2013,Total,Female,Pavlograd,City proper,Estimate - de jure,"Final figure, complete",2013,60018,
2013,Total,Female,Poltava,City proper,Estimate - de jure,"Final figure, complete",2013,156866,
2013,Total,Female,Rivne,City proper,Estimate - de jure,"Final figure, complete",2013,133854,
2013,Total,Female,Sevastopol,City proper,Estimate - de jure,"Final figure, complete",2013,185788,
2013,Total,Female,Sevastopol,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,207662,
2013,Total,Female,Severodonetsk,City proper,Estimate - de jure,"Final figure, complete",2013,60904,
2013,Total,Female,Severodonetsk,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,66356,
2013,Total,Female,Simferopol,City proper,Estimate - de jure,"Final figure, complete",2013,185246,
2013,Total,Female,Simferopol,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,198655,
2013,Total,Female,Slavyansk,City proper,Estimate - de jure,"Final figure, complete",2013,65071,
2013,Total,Female,Slavyansk,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,75327,
2013,Total,Female,Stakhanov,City proper,Estimate - de jure,"Final figure, complete",2013,43549,
2013,Total,Female,Stakhanov,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,51517,
2013,Total,Female,Sumy,City proper,Estimate - de jure,"Final figure, complete",2013,147410,
2013,Total,Female,Sumy,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,148949,
2013,Total,Female,Ternopol,City proper,Estimate - de jure,"Final figure, complete",2013,115920,
2013,Total,Female,Uzhgorod,City proper,Estimate - de jure,"Final figure, complete",2013,61548,
2013,Total,Female,Vinnutsya,City proper,Estimate - de jure,"Final figure, complete",2013,200504,
2013,Total,Female,Yevpatoriya,City proper,Estimate - de jure,"Final figure, complete",2013,57784,
2013,Total,Female,Yevpatoriya,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,66575,
2013,Total,Female,Zaporozhye,City proper,Estimate - de jure,"Final figure, complete",2013,420286,
2013,Total,Female,Zhitomir,City proper,Estimate - de jure,"Final figure, complete",2013,145657,
2012,Total,Both Sexes,Alchevsk,City proper,Estimate - de jure,"Final figure, complete",2012,111589,
2012,Total,Both Sexes,Belaya Tserkov (Bila Crkva),City proper,Estimate - de jure,"Final figure, complete",2012,206622,
2012,Total,Both Sexes,Berdyansk,City proper,Estimate - de jure,"Final figure, complete",2012,116778,
2012,Total,Both Sexes,Berdyansk,Urban agglomeration,Estimate - de jure,"Final figure, complete",2012,119909,
2012,Total,Both Sexes,Cherkassy,City proper,Estimate - de jure,"Final figure, complete",2012,283688,
2012,Total,Both Sexes,Cherkassy,Urban agglomeration,Estimate - de jure,"Final figure, complete",2012,284445,
2012,Total,Both Sexes,Chernigov,City proper,Estimate - de jure,"Final figure, complete",2012,290903,
2012,Total,Both Sexes,Chernovtsy,City proper,Estimate - de jure,"Final figure, complete",2012,252171,
2012,Total,Both Sexes,Dneprodzerzhinsk,City proper,Estimate - de jure,"Final figure, complete",2012,242096,
2012,Total,Both Sexes,Dneprodzerzhinsk,Urban agglomeration,Estimate - de jure,"Final figure, complete",2012,248992,
2012,Total,Both Sexes,Dnepropetrovsk,City proper,Estimate - de jure,"Final figure, complete",2012,989452,
2012,Total,Both Sexes,Dnepropetrovsk,Urban agglomeration,Estimate - de jure,"Final figure, complete",2012,991830,
2012,Total,Both Sexes,Donetsk (Donestskaya oblast),City proper,Estimate - de jure,"Final figure, complete",2012,946376,
2012,Total,Both Sexes,Donetsk (Donestskaya oblast),Urban agglomeration,Estimate - de jure,"Final figure, complete",2012,962445,
2012,Total,Both Sexes,Enakievo (Yenakievo),City proper,Estimate - de jure,"Final figure, complete",2012,84499,
2012,Total,Both Sexes,Enakievo (Yenakievo),Urban agglomeration,Estimate - de jure,"Final figure, complete",2012,133428,
2012,Total,Both Sexes,Evpatoriya (Yevpatoriya),City proper,Estimate - de jure,"Final figure, complete",2012,104252,
2012,Total,Both Sexes,Evpatoriya (Yevpatoriya),Urban agglomeration,Estimate - de jure,"Final figure, complete",2012,120352,
2012,Total,Both Sexes,Gorlovka,City proper,Estimate - de jure,"Final figure, complete",2012,256691,
2012,Total,Both Sexes,Gorlovka,Urban agglomeration,Estimate - de jure,"Final figure, complete",2012,277325,
2012,Total,Both Sexes,Ivano-Frankovsk,City proper,Estimate - de jure,"Final figure, complete",2012,221807,
2012,Total,Both Sexes,Ivano-Frankovsk,Urban agglomeration,Estimate - de jure,"Final figure, complete",2012,238972,
2012,Total,Both Sexes,Kamyanetsk Podilsky,City proper,Estimate - de jure,"Final figure, complete",2012,102265,
2012,Total,Both Sexes,Kertch,City proper,Estimate - de jure,"Final figure, complete",2012,147139,
2012,Total,Both Sexes,Kharkov,City proper,Estimate - de jure,"Final figure, complete",2012,1421795,
2012,Total,Both Sexes,Kherson,City proper,Estimate - de jure,"Final figure, complete",2012,297064,
2012,Total,Both Sexes,Kherson,Urban agglomeration,Estimate - de jure,"Final figure, complete",2012,334141,
2012,Total,Both Sexes,Khmelnitsky (Hmilnyk),City proper,Estimate - de jure,"Final figure, complete",2012,260869,
2012,Total,Both Sexes,KIEV,City proper,Estimate - de jure,"Final figure, complete",2012,2772951,
2012,Total,Both Sexes,Kirovograd,City proper,Estimate - de jure,"Final figure, complete",2012,231778,
2012,Total,Both Sexes,Kirovograd,Urban agglomeration,Estimate - de jure,"Final figure, complete",2012,239891,
2012,Total,Both Sexes,Kramatorsk,City proper,Estimate - de jure,"Final figure, complete",2012,165017,
2012,Total,Both Sexes,Kramatorsk,Urban agglomeration,Estimate - de jure,"Final figure, complete",2012,198660,
2012,Total,Both Sexes,Krasny Lutch,City proper,Estimate - de jure,"Final figure, complete",2012,83414,
2012,Total,Both Sexes,Krasny Lutch,Urban agglomeration,Estimate - de jure,"Final figure, complete",2012,125310,
2012,Total,Both Sexes,Krementchug,City proper,Estimate - de jure,"Final figure, complete",2012,225454,
2012,Total,Both Sexes,Kryvy Rig,City proper,Estimate - de jure,"Final figure, complete",2012,658689,
2012,Total,Both Sexes,Kryvy Rig,Urban agglomeration,Estimate - de jure,"Final figure, complete",2012,661501,
2012,Total,Both Sexes,Lugansk,City proper,Estimate - de jure,"Final figure, complete",2012,423712,
2012,Total,Both Sexes,Lugansk,Urban agglomeration,Estimate - de jure,"Final figure, complete",2012,462955,
2012,Total,Both Sexes,Lutsk,City proper,Estimate - de jure,"Final figure, complete",2012,209980,
2012,Total,Both Sexes,Lvov,City proper,Estimate - de jure,"Final figure, complete",2012,723175,
2012,Total,Both Sexes,Lvov,Urban agglomeration,Estimate - de jure,"Final figure, complete",2012,750291,
2012,Total,Both Sexes,Lysychansk,City proper,Estimate - de jure,"Final figure, complete",2012,104828,
2012,Total,Both Sexes,Lysychansk,Urban agglomeration,Estimate - de jure,"Final figure, complete",2012,120700,
2012,Total,Both Sexes,Makeyevka,City proper,Estimate - de jure,"Final figure, complete",2012,354427,
2012,Total,Both Sexes,Makeyevka,Urban agglomeration,Estimate - de jure,"Final figure, complete",2012,393083,
2012,Total,Both Sexes,Mariupol,City proper,Estimate - de jure,"Final figure, complete",2012,461062,
2012,Total,Both Sexes,Mariupol,Urban agglomeration,Estimate - de jure,"Final figure, complete",2012,482904,
2012,Total,Both Sexes,Melitopol,City proper,Estimate - de jure,"Final figure, complete",2012,156732,
2012,Total,Both Sexes,Mykolaiv (Nikolaevskaya oblast),City proper,Estimate - de jure,"Final figure, complete",2012,492537,
2012,Total,Both Sexes,Nikopol,City proper,Estimate - de jure,"Final figure, complete",2012,122054,
2012,Total,Both Sexes,Odessa,City proper,Estimate - de jure,"Final figure, complete",2012,990499,
2012,Total,Both Sexes,Pavlograd,City proper,Estimate - de jure,"Final figure, complete",2012,111413,
2012,Total,Both Sexes,Poltava,City proper,Estimate - de jure,"Final figure, complete",2012,290568,
2012,Total,Both Sexes,Rivne,City proper,Estimate - de jure,"Final figure, complete",2012,246752,
2012,Total,Both Sexes,Sevastopol,City proper,Estimate - de jure,"Final figure, complete",2012,338714,
2012,Total,Both Sexes,Sevastopol,Urban agglomeration,Estimate - de jure,"Final figure, complete",2012,379271,
2012,Total,Both Sexes,Severodonetsk,City proper,Estimate - de jure,"Final figure, complete",2012,110216,
2012,Total,Both Sexes,Severodonetsk,Urban agglomeration,Estimate - de jure,"Final figure, complete",2012,120615,
2012,Total,Both Sexes,Simferopol,City proper,Estimate - de jure,"Final figure, complete",2012,330233,
2012,Total,Both Sexes,Simferopol,Urban agglomeration,Estimate - de jure,"Final figure, complete",2012,354792,
2012,Total,Both Sexes,Slavyansk,City proper,Estimate - de jure,"Final figure, complete",2012,115882,
2012,Total,Both Sexes,Slavyansk,Urban agglomeration,Estimate - de jure,"Final figure, complete",2012,134885,
2012,Total,Both Sexes,Stakhanov,City proper,Estimate - de jure,"Final figure, complete",2012,78366,
2012,Total,Both Sexes,Stakhanov,Urban agglomeration,Estimate - de jure,"Final figure, complete",2012,93088,
2012,Total,Both Sexes,Sumy,City proper,Estimate - de jure,"Final figure, complete",2012,268861,
2012,Total,Both Sexes,Sumy,Urban agglomeration,Estimate - de jure,"Final figure, complete",2012,271747,
2012,Total,Both Sexes,Ternopol,City proper,Estimate - de jure,"Final figure, complete",2012,215818,
2012,Total,Both Sexes,Uzhgorod,City proper,Estimate - de jure,"Final figure, complete",2012,114996,
2012,Total,Both Sexes,Vinnutsya,City proper,Estimate - de jure,"Final figure, complete",2012,368976,
2012,Total,Both Sexes,Yevpatoriya,City proper,Estimate - de jure,"Final figure, complete",2012,104252,
2012,Total,Both Sexes,Yevpatoriya,Urban agglomeration,Estimate - de jure,"Final figure, complete",2012,120352,
2012,Total,Both Sexes,Zaporozhye,City proper,Estimate - de jure,"Final figure, complete",2012,768691,
2012,Total,Both Sexes,Zhitomir,City proper,Estimate - de jure,"Final figure, complete",2012,270638,
2012,Total,Male,Alchevsk,City proper,Estimate - de jure,"Final figure, complete",2012,51076,
2012,Total,Male,Belaya Tserkov (Bila Crkva),City proper,Estimate - de jure,"Final figure, complete",2012,95187,
2012,Total,Male,Berdyansk,City proper,Estimate - de jure,"Final figure, complete",2012,51782,
2012,Total,Male,Berdyansk,Urban agglomeration,Estimate - de jure,"Final figure, complete",2012,53270,
2012,Total,Male,Cherkassy,City proper,Estimate - de jure,"Final figure, complete",2012,129730,
2012,Total,Male,Cherkassy,Urban agglomeration,Estimate - de jure,"Final figure, complete",2012,130122,
2012,Total,Male,Chernigov,City proper,Estimate - de jure,"Final figure, complete",2012,133869,
2012,Total,Male,Chernovtsy,City proper,Estimate - de jure,"Final figure, complete",2012,115470,
2012,Total,Male,Dneprodzerzhinsk,City proper,Estimate - de jure,"Final figure, complete",2012,108790,
